kepoi_name,kepler_name,koi_disposition,koi_pdisposition,ra,dec,koi_period,koi_prad,koi_depth,koi_duration,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_impact,koi_eccen,koi_model_snr,koi_score
"K01509.01",,"FALSE POSITIVE","FALSE POSITIVE",295.263490,46.148022,49.6456235,43.41,857.5,23.568,648.0,41.57,6273.00,1.4930,1.0950,4.129,1.236,0,176.50,0.0010
"K01510.01",,"CANDIDATE","CANDIDATE",295.084230,50.114609,0.839961456,1.63,492.9,1.3008,1455.0,1066.37,4932.00,0.7180,0.8080,4.618,0.548,0,35.10,1.0000
"K01511.01","Kepler-872 b","CONFIRMED","CANDIDATE",295.417450,43.605640,2.578852119,1.63,334.3,2.3581,1230.0,540.56,5743.00,0.8530,0.9490,4.553,0.625,0,36.70,1.0000
"K01512.01",,"FALSE POSITIVE","FALSE POSITIVE",286.887510,50.377071,9.04189129,3.24,783.4,2.789,729.0,66.83,5237.00,0.8260,0.9270,4.572,0.967,0,34.50,0.0000
"K01513.01",,"FALSE POSITIVE","FALSE POSITIVE",296.988530,46.596882,0.798200403,24.03,396.8,1.8261,2128.0,4875.01,6258.00,1.0310,1.0870,4.449,1.193,0,65.90,0.0000
"K01514.01",,"FALSE POSITIVE","FALSE POSITIVE",289.321010,46.134319,1.399326503,1,206.4,1.8305,1143.0,402.58,4502.00,0.7280,0.7220,4.572,0.009,0,22.70,0.0000
"K01515.01","Kepler-303 b","CONFIRMED","CANDIDATE",283.135470,43.657051,1.937029968,0.87,312.3,1.4727,802.0,97.94,4042.00,0.4900,0.5050,4.761,0.105,0,42.80,0.8890
"K01515.02","Kepler-303 c","CONFIRMED","CANDIDATE",283.135470,43.657051,7.06117322,1.23,481.7,1.0406,521.0,17.41,4042.00,0.4900,0.5050,4.761,0.845,0,27.20,0.9910
"K01516.01","Kepler-873 b","CONFIRMED","CANDIDATE",296.403200,51.271339,20.55331441,3.19,678.3,5.3136,749.0,74.49,6325.00,1.1120,1.1570,4.409,0.795,0,40.60,1.0000
"K01517.01","Kepler-874 b","CONFIRMED","CANDIDATE",294.956850,43.014332,40.0686713,3.1,970.9,5.8875,560.0,23.27,6026.00,0.9920,0.9240,4.411,0.029,0,62.00,1.0000
"K01518.01","Kepler-875 b","CONFIRMED","CANDIDATE",297.301300,43.141891,27.5071114,2.58,580.7,5.907,569.0,24.71,5783.00,0.8800,0.9770,4.539,0.918,0,30.70,1.0000
"K01519.01","Kepler-876 b","CONFIRMED","CANDIDATE",283.478180,43.383781,5.1443645,1.55,310.7,2.703,923.0,171.63,5157.00,0.9040,0.8300,4.445,0.031,0,20.20,1.0000
"K01520.01","Kepler-877 b","CONFIRMED","CANDIDATE",289.859130,46.522671,18.45848388,2.5,535.3,3.3703,632.0,37.81,5311.00,0.9480,0.8590,4.419,0.832,0,41.50,1.0000
"K01521.01","Kepler-878 b","CONFIRMED","CANDIDATE",285.296200,46.603439,25.9421582,1.95,569.7,4.045,501.0,14.85,5167.00,0.7960,0.8910,4.585,0.577,0,31.60,1.0000
"K01522.01","Kepler-879 b","CONFIRMED","CANDIDATE",295.806580,50.909801,33.3856176,2.48,553.2,5.0361,580.0,26.73,5833.00,1.0220,0.9740,4.407,0.562,0,37.10,0.9980
"K01523.01",,"FALSE POSITIVE","FALSE POSITIVE",298.730070,46.688671,8.48039789,1.71,259.7,6.249,866.0,132.85,5401.00,1.0500,0.9300,4.364,0.486,0,22.70,0.0000
"K01524.01",,"FALSE POSITIVE","FALSE POSITIVE",288.925750,39.901550,1.333395306,0.86,114.5,1.188,1390.0,880.53,5199.00,0.8110,0.8070,4.527,0.151,0,11.50,0.0000
"K01525.01","Kepler-880 b","CONFIRMED","CANDIDATE",281.971250,43.672771,7.71467686,4.65,233.9,4.5871,1622.0,1636.72,6900.00,2.5990,1.7140,3.843,0.899,0,33.30,1.0000
"K01526.01","Kepler-881 b","CONFIRMED","CANDIDATE",288.992580,46.670750,4.4444826,1.71,163,3.686,1217.0,518.45,6240.00,1.0790,1.1350,4.426,0.941,0,18.00,1.0000
"K01527.01",,"CANDIDATE","CANDIDATE",296.671300,43.498390,192.667139,3.64,1148.3,5.443,283.0,1.52,5401.00,0.8780,0.8630,4.487,0.911,0,26.00,0.9900
"K01528.01","Kepler-882 b","CONFIRMED","CANDIDATE",294.649900,43.335590,3.989544192,0.93,190,1.591,903.0,157.10,5229.00,0.6880,0.7650,4.643,0.085,0,26.20,1.0000
"K01529.01","Kepler-59 c","CONFIRMED","CANDIDATE",287.039520,46.640129,17.9776037,1.58,213.9,4.605,752.0,75.61,6296.00,1.0060,1.0660,4.460,0.721,0,23.30,1.0000
"K01529.02","Kepler-59 b","CONFIRMED","CANDIDATE",287.039520,46.640129,11.8693144,1.09,101.9,4.653,864.0,131.58,6296.00,1.0060,1.0660,4.460,0.73,0,13.90,1.0000
"K01530.01","Kepler-883 b","CONFIRMED","CANDIDATE",286.433650,50.300331,12.98494603,1.64,257.2,3.4497,818.0,105.74,5948.00,1.0250,0.9300,4.384,0.046,0,38.40,1.0000
"K01531.01","Kepler-884 b","CONFIRMED","CANDIDATE",292.584440,49.923161,5.69919592,1.16,159.4,2.3906,964.0,204.18,5646.00,0.9320,0.9860,4.493,0.007,0,35.30,1.0000
"K01532.01","Kepler-885 b","CONFIRMED","CANDIDATE",288.661560,49.737209,18.11473813,2.49,241.5,5.2706,830.0,112.43,6109.00,1.3600,1.1940,4.247,0.896,0,51.30,0.9970
"K01533.01","Kepler-886 b","CONFIRMED","CANDIDATE",286.271760,43.595230,6.24145791,1.6,163.7,3.0998,1111.0,360.09,5810.00,1.2590,1.0260,4.250,0.029,0,30.80,1.0000
"K01534.01","Kepler-887 b","CONFIRMED","CANDIDATE",290.090820,39.816990,20.4222447,1.78,189.3,6.22,785.0,89.74,6119.00,1.2990,1.1570,4.274,0.059,0,34.70,1.0000
"K01534.02","Kepler-887 c","CONFIRMED","CANDIDATE",290.090820,39.816990,7.63846084,1.12,71.7,3.957,1089.0,333.30,6119.00,1.2990,1.1570,4.274,0.405,0,16.60,0.9930
"K01535.01","Kepler-888 b","CONFIRMED","CANDIDATE",295.521210,49.738628,70.6981724,1.63,357.7,6.632,417.0,7.11,5811.00,0.8660,0.9400,4.536,0.026,0,37.70,0.9560
"K01536.01","Kepler-889 b","CONFIRMED","CANDIDATE",291.467320,50.759480,3.74443645,1.1,73.3,2.9191,1328.0,736.89,5876.00,1.2930,1.1320,4.269,0.169,0,25.40,1.0000
"K01537.01",,"CANDIDATE","CANDIDATE",281.461730,46.789894,10.19154678,1.39,61.3,6.165,1144.0,404.17,6212.00,1.6840,1.1560,4.049,0.659,0,27.60,0.9240
"K01538.01",,"FALSE POSITIVE","FALSE POSITIVE",296.629790,46.880203,10.581581895,53.19,112642,6.66929,1098.0,342.98,6168.00,1.5670,1.0610,4.074,0.202,0,1241.40,0.0000
"K01539.01",,"FALSE POSITIVE","FALSE POSITIVE",284.664000,43.985020,2.819453322,29.8,71867,4.4127,1357.0,803.40,5767.00,1.0740,0.9000,4.330,0.532,0,202.00,0.4880
"K01540.01",,"FALSE POSITIVE","FALSE POSITIVE",299.103270,40.849300,1.207852845,38.59,49720,3.5802,1539.0,1331.31,5601.00,0.7970,0.7910,4.533,1.113,0,205.90,0.0000
"K01541.01",,"FALSE POSITIVE","FALSE POSITIVE",293.195070,39.907280,2.379282197,25.74,48434,3.1729,1571.0,1442.19,6392.00,1.1620,1.2320,4.399,0.003,0,538.00,0.7590
"K01542.01",,"FALSE POSITIVE","FALSE POSITIVE",296.877620,43.941631,2.586878667,19.84,25480,6.1614,1666.0,1823.52,6812.00,1.1720,1.1030,4.343,0.651,0,261.30,0.0000
"K01543.01",,"FALSE POSITIVE","FALSE POSITIVE",290.447360,40.442890,3.964333304,37.09,25886.2,4.7136,1680.0,1881.78,5758.00,2.3180,1.2580,3.808,0.094,0,408.50,0.1860
"K01544.01",,"FALSE POSITIVE","FALSE POSITIVE",295.320770,40.187359,1.525924389,49.86,24627.2,3.15998,1722.0,2072.80,6203.00,1.0600,1.0910,4.427,1.217,0,423.90,0.0000
"K01545.01",,"FALSE POSITIVE","FALSE POSITIVE",293.836880,40.410450,5.910371418,12.62,17219.2,3.88962,1053.0,290.83,6200.00,0.9580,1.0290,4.488,0.065,0,990.30,0.9260
"K01546.01",,"CANDIDATE","CANDIDATE",298.513700,40.639622,0.917568975,11.92,15805,2.0654,1748.0,2197.57,5713.00,0.8930,1.0100,4.541,0.667,0,128.10,0.7330
"K01547.01",,"CANDIDATE","CANDIDATE",294.200900,40.455959,30.69395532,13.72,18121,2.9512,614.0,33.69,6137.00,1.0180,1.0860,4.460,0.001,0,196.60,1.0000
"K01548.01",,"FALSE POSITIVE","FALSE POSITIVE",286.256440,46.892670,2.139325409,11.61,6897.8,2.8056,1007.0,243.34,4765.00,0.6660,0.7170,4.642,1.019,0,164.40,0.0000
"K01549.01",,"CANDIDATE","CANDIDATE",299.055850,43.897202,29.481061268,16.61,11870.9,3.6636,571.0,25.10,5631.00,0.9010,0.7620,4.410,0.983,0,332.00,0.0000
"K01550.01",,"FALSE POSITIVE","FALSE POSITIVE",296.365690,43.905571,2.233799622,28.63,2658.5,3.04,1287.0,650.73,5741.00,0.8460,0.9380,4.555,1.249,0,228.90,0.0000
"K01551.01",,"FALSE POSITIVE","FALSE POSITIVE",290.566680,40.678162,31.13862664,12.88,11427,5.2482,582.0,27.22,5919.00,1.0000,1.1140,4.485,0.889,0,163.70,0.0000
"K01552.01",,"CANDIDATE","CANDIDATE",298.925930,43.750370,77.63424586,9.4,16612,4.1002,325.0,2.65,4812.00,0.7550,0.7340,4.548,0.113,0,185.50,0.9390
"K01553.01","Kepler-890 b","CONFIRMED","CANDIDATE",288.435760,43.763489,52.75878505,8.76,5805.8,6.6517,540.0,20.08,6228.00,1.1370,1.2210,4.413,0.344,0,265.40,0.3310
"K01554.01",,"FALSE POSITIVE","FALSE POSITIVE",295.211030,46.757229,1.332564478,27.04,1071.5,6.0325,1618.0,1627.50,5995.00,0.8780,0.9640,4.536,1.248,0,119.60,0.0000
"K01555.01",,"FALSE POSITIVE","FALSE POSITIVE",289.077030,51.761822,41.0772969,3.25,1216.8,5.525,523.0,17.74,5665.00,0.9380,0.7730,4.381,0.03,0,28.80,0.0000
"K01556.01",,"FALSE POSITIVE","FALSE POSITIVE",296.417600,46.732021,135.9121619,40.18,10188,5.628,370.0,4.41,6141.00,0.9590,0.9820,4.468,1.256,0,99.50,0.0000
"K01557.01","Kepler-304 b","CONFIRMED","CANDIDATE",294.441770,40.557590,3.295701024,2.81,1745.7,1.8268,875.0,138.38,4723.00,0.6910,0.7600,4.628,0.267,0,114.70,1.0000
"K01557.02","Kepler-304 d","CONFIRMED","CANDIDATE",294.441770,40.557590,9.65349016,2.41,1308.6,2.9029,611.0,32.98,4723.00,0.6910,0.7600,4.628,0.149,0,63.10,1.0000
"K01557.03","Kepler-304 c","CONFIRMED","CANDIDATE",294.441770,40.557590,5.315954488,2.33,965.9,1.1165,746.0,73.19,4723.00,0.6910,0.7600,4.628,0.718,0,37.70,1.0000
"K01557.04","Kepler-304 e","CONFIRMED","CANDIDATE",294.441770,40.557590,1.499144441,1.09,258.9,1.4259,1137.0,395.06,4723.00,0.6910,0.7600,4.628,0.331,0,22.20,1.0000
"K01558.01",,"FALSE POSITIVE","FALSE POSITIVE",295.046390,46.974590,32.50456309,10.68,7589.6,2.4657,591.0,28.80,6132.00,0.9470,0.9800,4.479,0.927,0,148.10,0.0000
"K01559.01",,"FALSE POSITIVE","FALSE POSITIVE",295.185610,46.786709,1.332560589,1.4,566.6,4.2427,1086.0,330.32,4489.00,0.6090,0.6210,4.662,0.009,0,108.80,0.0000
"K01560.01",,"CANDIDATE","CANDIDATE",297.419650,43.876579,31.56904354,11.18,4229.4,2.6364,575.0,25.83,5654.00,0.9980,0.8860,4.387,0.985,0,113.60,0.0000
"K01561.01",,"FALSE POSITIVE","FALSE POSITIVE",296.033420,40.019611,9.08590495,6.28,2121.3,2.0718,861.0,130.10,5931.00,0.8660,0.8250,4.479,0.978,0,50.50,0.0000
"K01562.01",,"FALSE POSITIVE","FALSE POSITIVE",299.556000,40.456551,0.784512952,25.48,586,2.4623,1952.0,3432.93,5997.00,0.9040,0.9910,4.522,1.234,0,44.40,0.0000
"K01563.01","Kepler-305 b","CONFIRMED","CANDIDATE",299.224330,40.343182,5.48711441,3.24,1328.6,2.93,836.0,115.29,5103.00,0.7870,0.8230,4.562,0.812,0,51.90,1.0000
"K01563.02","Kepler-305 c","CONFIRMED","CANDIDATE",299.224330,40.343182,8.29084167,3.21,1033.9,3.613,728.0,66.47,5103.00,0.7870,0.8230,4.562,0.929,0,34.70,0.9990
"K01563.03","Kepler-305 e","CONFIRMED","CANDIDATE",299.224330,40.343182,3.20539622,1.7,453.6,2.143,1000.0,236.11,5103.00,0.7870,0.8230,4.562,0.512,0,20.60,1.0000
"K01563.04","Kepler-305 d","CONFIRMED","CANDIDATE",299.224330,40.343182,16.73869035,2.56,996.8,2.398,576.0,26.06,5103.00,0.7870,0.8230,4.562,0.578,0,20.40,1.0000
"K01564.01","Kepler-891 b","CONFIRMED","CANDIDATE",291.083800,40.355251,53.44944498,5.82,3437,5.3091,486.0,13.23,5919.00,1.0000,1.1140,4.485,0.092,0,119.50,0.9890
"K01565.01",,"FALSE POSITIVE","FALSE POSITIVE",296.333190,40.896259,0.466743525,20.43,796.1,1.3956,2197.0,5480.92,5791.00,0.8560,0.9460,4.549,1.186,0,103.60,0.0000
"K01566.01",,"FALSE POSITIVE","FALSE POSITIVE",299.141420,40.725899,1.727177258,1.42,347.4,2.081,1250.0,576.55,5394.00,0.7200,0.8050,4.622,0.676,0,17.10,0.0010
"K01567.01","Kepler-306 c","CONFIRMED","CANDIDATE",288.538670,40.616150,7.24022418,2.14,864.9,2.9153,716.0,62.10,4955.00,0.7210,0.7740,4.610,0.507,0,48.20,1.0000
"K01567.02","Kepler-306 b","CONFIRMED","CANDIDATE",288.538670,40.616150,4.64622383,1.82,446.5,2.5137,830.0,112.18,4955.00,0.7210,0.7740,4.610,0.88,0,28.20,1.0000
"K01567.03","Kepler-306 d","CONFIRMED","CANDIDATE",288.538670,40.616150,17.32670445,2.23,800,4.269,535.0,19.38,4955.00,0.7210,0.7740,4.610,0.756,0,34.80,1.0000
"K01567.04","Kepler-306 e","CONFIRMED","CANDIDATE",288.538670,40.616150,44.8411168,2.75,1051.6,5.902,390.0,5.45,4955.00,0.7210,0.7740,4.610,0.864,0,28.90,0.9990
"K01568.01",,"FALSE POSITIVE","FALSE POSITIVE",297.503850,40.342972,1.008917105,1.51,338.5,1.4577,1636.0,1698.88,5708.00,0.7950,0.8830,4.578,0.545,0,34.20,0.0000
"K01569.01","Kepler-892 b","CONFIRMED","CANDIDATE",283.129640,43.888241,13.75207851,2.81,1215.6,2.8831,556.0,22.57,4802.00,0.6990,0.7380,4.616,0.836,0,36.80,1.0000
"K01570.01","Kepler-893 b","CONFIRMED","CANDIDATE",284.963040,43.913010,6.33855946,3.31,721.7,3.4617,1034.0,270.47,6108.00,1.0300,1.1320,4.466,0.907,0,57.40,1.0000
"K01571.01",,"FALSE POSITIVE","FALSE POSITIVE",297.829440,40.706779,2.92878704,22.76,549.4,4.634,1239.0,556.77,5955.00,0.8830,0.9720,4.534,1.212,0,47.70,0.0010
"K01572.01","Kepler-894 b","CONFIRMED","CANDIDATE",288.734070,46.939388,9.80321143,2.99,813.4,4.4617,896.0,152.12,6170.00,0.9920,1.0630,4.472,0.663,0,53.10,1.0000
"K01573.01","Kepler-1755 b","CONFIRMED","CANDIDATE",296.846160,40.138611,24.81097206,4.22,2090.8,3.2245,631.0,37.43,6086.00,0.9210,1.0030,4.511,0.039,0,123.90,1.0000
"K01573.02",,"CANDIDATE","CANDIDATE",296.846160,40.138611,7.136922,1.38,221.6,2.8005,956.0,197.05,6086.00,0.9210,1.0030,4.511,0.072,0,23.70,1.0000
"K01574.01","Kepler-87 b","CONFIRMED","CANDIDATE",297.916870,46.965130,114.73658,12.28,4850,12.0355,476.0,12.13,5597.00,1.6990,0.9690,3.963,0.595,0,230.60,1.0000
"K01574.02","Kepler-87 c","CONFIRMED","CANDIDATE",297.916870,46.965130,191.239133,6.47,1061.2,16.942,401.0,6.14,5597.00,1.6990,0.9690,3.963,0.876,0,36.80,0.0000
"K01574.03",,"CANDIDATE","CANDIDATE",297.916870,46.965130,5.83393857,1.98,134.4,4.5813,1285.0,642.83,5597.00,1.6990,0.9690,3.963,0.398,0,17.60,0.9520
"K01575.01",,"FALSE POSITIVE","FALSE POSITIVE",296.991910,40.758911,24.3282251,294.02,1120.6,6.158,520.0,17.33,5286.00,0.7800,0.8720,4.590,4.426,0,26.40,0.0000
"K01576.01","Kepler-307 b","CONFIRMED","CANDIDATE",297.795140,40.417709,10.41572666,3.01,825.3,2.7719,797.0,95.64,5511.00,0.9870,0.9470,4.426,0.682,0,69.30,1.0000
"K01576.02","Kepler-307 c","CONFIRMED","CANDIDATE",297.795140,40.417709,13.08424286,2.71,662,3.0401,739.0,70.51,5511.00,0.9870,0.9470,4.426,0.701,0,51.20,1.0000
"K01576.03",,"CANDIDATE","CANDIDATE",297.795140,40.417709,23.3397956,1.23,125.1,1.923,653.0,43.02,5671.00,1.0840,0.9830,4.360,0.4757,0,4.50,
"K01577.01","Kepler-895 b","CONFIRMED","CANDIDATE",289.290650,51.408890,2.806243488,1.41,599.6,1.6271,771.0,83.53,4153.00,0.5810,0.5950,4.684,0.043,0,22.40,1.0000
"K01578.01",,"FALSE POSITIVE","FALSE POSITIVE",294.734190,40.861420,2.27190723,1.12,149,5.383,1318.0,714.27,5788.00,0.8560,0.8560,4.506,0.719,0,36.80,0.0000
"K01579.01",,"FALSE POSITIVE","FALSE POSITIVE",294.830320,46.734348,7.132351753,49.34,744.1,2.9674,1579.0,1466.12,7530.00,1.9300,1.6330,4.080,1.206,0,91.20,0.0000
"K01580.01",,"FALSE POSITIVE","FALSE POSITIVE",293.665070,40.359531,21.3781146,3.18,556.1,19.359,727.0,65.94,6218.00,1.1310,1.2190,4.417,0.906,0,35.40,0.0000
"K01581.01","Kepler-896 c","CONFIRMED","CANDIDATE",282.439180,43.734482,29.5422566,3.15,879.9,13.902,515.0,16.56,5510.00,0.8030,0.8770,4.572,0.959,0,39.50,1.0000
"K01581.02","Kepler-896 b","CONFIRMED","CANDIDATE",282.439180,43.734482,144.551628,3.06,1035.2,16.599,303.0,1.99,5510.00,0.8030,0.8770,4.572,0.887,0,27.10,0.9940
"K01582.01",,"CANDIDATE","CANDIDATE",290.128570,40.021832,186.4361811,11.32,4347,5.774,353.0,3.66,5393.00,1.3700,0.9260,4.132,0.921,0,66.50,1.0000
"K01583.01","Kepler-897 b","CONFIRMED","CANDIDATE",290.586850,51.695820,8.04727721,2.33,486,5.159,855.0,126.56,5840.00,0.8490,0.9420,4.553,0.937,0,36.10,1.0000
"K01584.01","Kepler-898 b","CONFIRMED","CANDIDATE",286.585390,46.870930,5.87063416,1.44,505.6,2.5736,616.0,33.99,4166.00,0.6120,0.6240,4.660,0.642,0,23.20,0.9980
"K01585.01","Kepler-899 b","CONFIRMED","CANDIDATE",297.482570,40.680779,19.17893976,2.4,752.8,5.144,640.0,39.65,5767.00,0.8810,0.9790,4.538,0.004,0,34.30,1.0000
"K01586.01","Kepler-900 b","CONFIRMED","CANDIDATE",296.177280,46.999020,6.99130452,1.95,555.4,2.1568,716.0,62.05,4847.00,0.7610,0.8600,4.606,0.74,0,36.30,1.0000
"K01587.01",,"CANDIDATE","CANDIDATE",281.618870,46.814201,52.971584,29.02,3882.6,3.4632,402.0,6.19,5204.00,0.7890,0.8080,4.550,1.259,0,51.40,0.0000
"K01588.01","Kepler-901 b","CONFIRMED","CANDIDATE",291.152950,40.887489,3.517494725,1.42,532.8,1.5639,704.0,58.08,4132.00,0.5640,0.5780,4.699,0.742,0,52.60,1.0000
"K01589.01","Kepler-84 b","CONFIRMED","CANDIDATE",298.252040,40.496078,8.72585478,2.86,446.7,4.473,985.0,222.19,6036.00,1.1310,0.9870,4.326,0.911,0,37.70,0.9980
"K01589.02","Kepler-84 c","CONFIRMED","CANDIDATE",298.252040,40.496078,12.88291395,3.15,460.5,5.676,865.0,132.23,6036.00,1.1310,0.9870,4.326,0.962,0,33.60,1.0000
"K01589.03","Kepler-84 e","CONFIRMED","CANDIDATE",298.252040,40.496078,27.4345973,2.56,472.6,5.038,672.0,48.29,6036.00,1.1310,0.9870,4.326,0.603,0,25.30,1.0000
"K01589.04","Kepler-84 d","CONFIRMED","CANDIDATE",298.252040,40.496078,4.22453631,1.6,159.1,3.128,1254.0,584.24,6036.00,1.1310,0.9870,4.326,0.823,0,16.70,0.9960
"K01589.05","Kepler-84 f","CONFIRMED","CANDIDATE",298.252040,40.496078,44.5520266,2.29,362.1,6,572.0,25.30,6036.00,1.1310,0.9870,4.326,0.689,0,16.70,0.9960
"K01590.01",,"CANDIDATE","CANDIDATE",294.364870,40.720879,12.89006728,1.93,602.5,3.555,620.0,34.99,4915.00,0.8120,0.7810,4.512,0.082,0,23.60,0.9980
"K01590.02","Kepler-1756 b","CONFIRMED","CANDIDATE",294.364870,40.720879,2.35574505,1.34,266.9,1.796,1093.0,338.40,4915.00,0.8120,0.7810,4.512,0.5,0,17.00,0.9030
"K01590.03",,"CANDIDATE","CANDIDATE",294.364870,40.720879,4.74666128,1.3,256.8,2.093,865.0,132.40,4915.00,0.8120,0.7810,4.512,0.441,0,12.50,0.9960
"K01591.01","Kepler-1757 b","CONFIRMED","CANDIDATE",297.739840,46.941910,19.65639342,2.83,843.2,3.226,549.0,21.50,5288.00,0.7400,0.8280,4.613,0.955,0,25.50,1.0000
"K01592.01",,"FALSE POSITIVE","FALSE POSITIVE",298.902400,40.319530,26.0692512,23.61,831.5,7.487,591.0,28.85,5585.00,0.9100,0.7730,4.409,1.206,0,59.70,0.0000
"K01593.01","Kepler-308 b","CONFIRMED","CANDIDATE",295.785160,40.439548,9.69501146,2.08,515.2,2.75,833.0,114.06,5896.00,0.9140,1.0000,4.516,0.293,0,18.30,0.9640
"K01593.02","Kepler-308 c","CONFIRMED","CANDIDATE",295.785160,40.439548,15.3825394,2.14,550.5,3.815,714.0,61.61,5896.00,0.9140,1.0000,4.516,0.015,0,18.40,1.0000
"K01594.01",,"FALSE POSITIVE","FALSE POSITIVE",293.872650,46.714951,1.818939148,1.82,331.2,1.644,1549.0,1364.15,6153.00,0.9620,1.0360,4.487,0.56,0,39.30,0.0000
"K01595.01","Kepler-902 b","CONFIRMED","CANDIDATE",289.731690,46.953819,40.1097817,3.11,732,5.2096,556.0,22.65,5509.00,1.1690,0.9180,4.265,0.016,0,40.30,1.0000
"K01596.01","Kepler-309 b","CONFIRMED","CANDIDATE",297.509860,46.961262,5.92365747,0.99,406.5,2.6302,531.0,18.87,3883.00,0.4960,0.5180,4.762,0.045,0,26.40,1.0000
"K01596.02","Kepler-309 c","CONFIRMED","CANDIDATE",297.509860,46.961262,105.3582299,1.87,1210.2,3.81,204.0,0.41,3883.00,0.4960,0.5180,4.762,0.75,0,22.60,0.7380
"K01597.01",,"CANDIDATE","CANDIDATE",298.368840,40.173424,7.79668781,2.44,361.3,4.6699,1116.0,366.42,6521.00,1.2760,1.3340,4.352,0.005,0,48.50,1.0000
"K01598.01","Kepler-310 c","CONFIRMED","CANDIDATE",288.839360,46.986740,56.4758069,3.22,1091.8,5.961,417.0,7.14,5497.00,0.8390,0.9520,4.570,0.862,0,70.00,0.9860
"K01598.02","Kepler-310 d","CONFIRMED","CANDIDATE",288.839360,46.986740,92.8747294,2.64,658.8,7.474,353.0,3.68,5497.00,0.8390,0.9520,4.570,0.917,0,37.90,1.0000
"K01598.03","Kepler-310 b","CONFIRMED","CANDIDATE",288.839360,46.986740,13.93068791,1.4,186.5,2.312,665.0,46.19,5497.00,0.8390,0.9520,4.570,0.912,0,14.90,1.0000
"K01599.01","Kepler-1659 c","CONFIRMED","CANDIDATE",298.373840,40.618420,20.4074846,2.9,363.4,8.839,660.0,44.80,5823.00,0.9720,1.0200,4.472,0.986,0,24.50,0.9000
"K01600.01",,"FALSE POSITIVE","FALSE POSITIVE",297.843990,39.989811,12.36564669,24.89,388.4,3.644,804.0,98.51,6075.00,0.9520,1.0330,4.495,1.22,0,22.80,0.0000
"K01601.01","Kepler-903 b","CONFIRMED","CANDIDATE",288.771030,40.664181,10.35078415,1.97,273.1,6.253,842.0,119.01,5534.00,1.0800,0.9260,4.338,0.79,0,36.50,0.9990
"K01601.02","Kepler-903 c","CONFIRMED","CANDIDATE",288.771030,40.664181,62.9224936,2.75,417.8,11.64,462.0,10.73,5534.00,1.0800,0.9260,4.338,0.928,0,28.70,0.8380
"K01602.01","Kepler-1758 b","CONFIRMED","CANDIDATE",297.796910,39.921371,9.97716876,2.53,252.9,5.908,1028.0,263.89,5557.00,1.6160,1.0350,4.037,0.002,0,21.80,0.9930
"K01603.01","Kepler-904 b","CONFIRMED","CANDIDATE",288.822910,40.389050,3.02168007,1.31,171.9,2.8264,1332.0,744.35,6201.00,0.9890,1.0580,4.472,0.349,0,32.90,1.0000
"K01604.01",,"FALSE POSITIVE","FALSE POSITIVE",299.247500,46.951908,72.4914068,15.33,1063.5,3.612,700.0,56.76,5754.00,2.7580,1.2090,3.639,0.989,0,39.20,0.0000
"K01605.01",,"FALSE POSITIVE","FALSE POSITIVE",291.238830,40.163509,4.93913074,24.03,382.9,1.362,1182.0,461.47,5956.00,1.1700,1.0530,4.324,1.167,0,22.00,0.0000
"K01606.01","Kepler-905 b","CONFIRMED","CANDIDATE",290.051120,46.713371,5.082748362,1.4,276.7,1.7732,928.0,175.06,5430.00,0.8580,0.9610,4.555,0.063,0,40.90,1.0000
"K01607.01",,"FALSE POSITIVE","FALSE POSITIVE",298.962550,40.630661,5.00673576,2,191.2,1.9398,1324.0,726.94,6116.00,1.3830,1.0050,4.158,0.599,0,26.60,0.0000
"K01608.01","Kepler-311 b","CONFIRMED","CANDIDATE",282.061280,47.085491,9.17617167,1.66,206.9,4.2642,960.0,200.99,5903.00,1.1560,0.9740,4.300,0.107,0,34.30,1.0000
"K01608.02","Kepler-311 c","CONFIRMED","CANDIDATE",282.061280,47.085491,19.7383992,1.61,168.1,4.894,744.0,72.32,5903.00,1.1560,0.9740,4.300,0.732,0,20.30,0.9980
"K01609.01","Kepler-906 b","CONFIRMED","CANDIDATE",291.405550,40.125488,41.6980186,2.03,440.8,5.7047,537.0,19.61,5997.00,0.9710,1.0040,4.466,0.002,0,43.40,0.9960
"K01610.01",,"FALSE POSITIVE","FALSE POSITIVE",298.394900,40.628910,0.883778461,1.09,120.1,1.6339,1934.0,3316.40,5975.00,0.9490,0.9350,4.453,0.605,0,31.70,0.0000
"K01612.01","Kepler-408 b","CONFIRMED","CANDIDATE",284.786190,48.423229,2.465024332,0.69,30.7,1.262,1561.0,1406.11,6139.00,1.1940,1.0160,4.291,0.548,0,23.20,1.0000
"K01613.01","Kepler-907 b","CONFIRMED","CANDIDATE",285.476590,41.632717,15.86624787,1.31,77.3,4.25,879.0,141.18,6099.00,1.3080,0.9740,4.193,0.858,0,28.40,1.0000
"K01615.01","Kepler-908 b","CONFIRMED","CANDIDATE",295.322510,39.376492,1.340596782,1.16,107.5,1.6484,1783.0,2393.35,5992.00,1.1250,1.1220,4.385,0.007,0,37.60,1.0000
"K01616.01","Kepler-909 b","CONFIRMED","CANDIDATE",289.506350,45.370998,13.93291548,1.66,131.6,2.6239,852.0,124.53,6026.00,1.2070,1.1130,4.321,0.908,0,28.90,0.9990
